Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_226_229,VDD,Metal1,135.5200,905.5200,4.999897
FILLER_226_225,VDD,Metal1,134.2200,905.0875,4.999897
FILLER_226_216,VDD,Metal1,127.9600,905.5200,4.999897
FILLER_226_214,VDD,Metal1,127.1200,905.5200,4.999897
FILLER_226_198,VDD,Metal1,122.6880,904.8280,4.999899
FILLER_226_177,VDD,Metal1,110.9280,904.8280,4.999899
FILLER_226_174,VDD,Metal1,104.4400,905.5200,4.999899
FILLER_226_172,VDD,Metal1,103.6000,905.5200,4.999899
FILLER_226_156,VDD,Metal1,96.8265,904.9430,4.999899
FILLER_226_139,VDD,Metal1,86.0600,905.0875,4.999901
FILLER_226_107,VDD,Metal1,76.2755,904.7510,4.999903
FILLER_226_101,VDD,Metal1,64.7800,905.0875,4.999904
FILLER_226_37,VDD,Metal1,46.0750,904.7055,4.999904
FILLER_226_34,VDD,Metal1,26.0400,905.5200,4.999904
FILLER_226_2,VDD,Metal1,17.4755,904.7510,4.999904
FILLER_225_1608,VDD,Metal1,907.4800,897.6800,4.999910
FILLER_225_1606,VDD,Metal1,906.6400,897.6800,4.999910
FILLER_225_1542,VDD,Metal1,888.8750,898.4940,4.999910
FILLER_225_1536,VDD,Metal1,868.3800,898.1125,4.999910
FILLER_225_1472,VDD,Metal1,849.6750,898.4940,4.999910
FILLER_225_1466,VDD,Metal1,829.1800,898.1125,4.999910
FILLER_225_1402,VDD,Metal1,810.4750,898.4940,4.999910
FILLER_225_1396,VDD,Metal1,789.9800,898.1125,4.999910
FILLER_225_1332,VDD,Metal1,771.2750,898.4940,4.999910
FILLER_225_1326,VDD,Metal1,750.7800,898.1125,4.999910
FILLER_225_1262,VDD,Metal1,732.0750,898.4940,4.999910
FILLER_225_1258,VDD,Metal1,711.7600,897.6800,4.999910
FILLER_225_1248,VDD,Metal1,706.1600,897.6800,4.999909
FILLER_225_1240,VDD,Metal1,703.8665,898.2565,4.999909
FILLER_225_1192,VDD,Metal1,674.5200,897.6800,4.999904
FILLER_225_1186,VDD,Metal1,672.3800,898.1125,4.999904
FILLER_225_1119,VDD,Metal1,633.6400,897.6800,4.999898
FILLER_225_1111,VDD,Metal1,631.6265,898.2565,4.999898
FILLER_225_1052,VDD,Metal1,597.3400,898.1125,4.999880
FILLER_225_1035,VDD,Metal1,586.8800,897.6800,4.999880
FILLER_225_1031,VDD,Metal1,585.5800,898.1125,4.999880
FILLER_225_996,VDD,Metal1,564.7600,897.6800,4.999878
FILLER_225_994,VDD,Metal1,563.9200,897.6800,4.999877
FILLER_225_990,VDD,Metal1,562.6200,898.1125,4.999877
FILLER_225_976,VDD,Metal1,554.7800,898.1125,4.999876
FILLER_225_968,VDD,Metal1,551.5465,898.2565,4.999876
FILLER_225_929,VDD,Metal1,527.5200,897.6800,4.999876
FILLER_225_925,VDD,Metal1,526.2200,898.1125,4.999876
FILLER_225_909,VDD,Metal1,516.0400,897.6800,4.999876
FILLER_225_907,VDD,Metal1,515.2000,897.6800,4.999876
FILLER_225_891,VDD,Metal1,510.7680,898.3720,4.999876
FILLER_225_861,VDD,Metal1,489.1600,897.6800,4.999876
FILLER_225_857,VDD,Metal1,488.1400,898.1125,4.999876
FILLER_225_842,VDD,Metal1,478.8000,897.6800,4.999876
FILLER_225_836,VDD,Metal1,476.3800,898.1125,4.999876
FILLER_225_828,VDD,Metal1,473.1465,898.2565,4.999876
FILLER_225_814,VDD,Metal1,462.8400,897.6800,4.999875
FILLER_225_812,VDD,Metal1,462.0000,897.6800,4.999875
FILLER_225_766,VDD,Metal1,437.1800,898.1125,4.999845
FILLER_225_753,VDD,Metal1,429.9000,898.1125,4.999845
FILLER_225_747,VDD,Metal1,425.3200,897.6800,4.999825
FILLER_225_738,VDD,Metal1,420.2800,897.6800,4.999823
FILLER_225_736,VDD,Metal1,419.4400,897.6800,4.999823
FILLER_225_728,VDD,Metal1,417.1465,898.2565,4.999823
FILLER_225_640,VDD,Metal1,365.6800,897.6800,4.999820
FILLER_225_628,VDD,Metal1,358.9600,897.6800,4.999820
FILLER_225_619,VDD,Metal1,353.6400,897.6800,4.999820
FILLER_225_617,VDD,Metal1,352.8000,897.6800,4.999820
FILLER_225_613,VDD,Metal1,351.5000,898.1125,4.999823
FILLER_225_558,VDD,Metal1,319.7600,897.6800,4.999822
FILLER_225_513,VDD,Metal1,296.7465,898.2565,4.999820
FILLER_225_497,VDD,Metal1,287.7865,898.2565,4.999820
FILLER_225_419,VDD,Metal1,241.6400,897.6800,4.999814
FILLER_225_417,VDD,Metal1,240.8000,897.6800,4.999814
FILLER_225_406,VDD,Metal1,234.6400,897.6800,4.999818
FILLER_225_398,VDD,Metal1,232.3465,898.2565,4.999818
FILLER_225_348,VDD,Metal1,202.1600,897.6800,4.999839
FILLER_225_344,VDD,Metal1,200.8600,898.1125,4.999839
FILLER_225_338,VDD,Metal1,196.2800,897.6800,4.999864
FILLER_225_329,VDD,Metal1,191.2400,897.6800,4.999864
FILLER_225_325,VDD,Metal1,190.2200,898.1125,4.999864
FILLER_225_317,VDD,Metal1,186.9865,898.2565,4.999864
FILLER_225_301,VDD,Metal1,180.3680,898.3720,4.999873
FILLER_225_291,VDD,Metal1,170.2400,897.6800,4.999873
FILLER_225_287,VDD,Metal1,168.9400,898.1125,4.999873
FILLER_225_270,VDD,Metal1,158.2000,897.6800,4.999870
FILLER_225_268,VDD,Metal1,157.3600,897.6800,4.999870
FILLER_225_260,VDD,Metal1,155.0665,898.2565,4.999870
FILLER_225_229,VDD,Metal1,135.5200,897.6800,4.999867
FILLER_225_225,VDD,Metal1,134.2200,898.1125,4.999867
FILLER_225_209,VDD,Metal1,124.0400,897.6800,4.999867
FILLER_225_207,VDD,Metal1,123.2000,897.6800,4.999867
FILLER_225_203,VDD,Metal1,121.9000,898.1125,4.999867
FILLER_225_173,VDD,Metal1,103.8800,897.6800,4.999867
FILLER_225_169,VDD,Metal1,102.8600,898.1125,4.999867
FILLER_225_142,VDD,Metal1,86.5200,897.6800,4.999871
FILLER_225_139,VDD,Metal1,84.8400,897.6800,4.999874
FILLER_225_137,VDD,Metal1,84.0000,897.6800,4.999879
FILLER_225_104,VDD,Metal1,66.4600,898.1125,4.999896
FILLER_225_72,VDD,Metal1,56.6755,898.4485,4.999900
FILLER_225_66,VDD,Metal1,45.1800,898.1125,4.999904
FILLER_225_2,VDD,Metal1,26.4750,898.4940,4.999904
FILLER_224_1609,VDD,Metal1,908.3200,897.6800,4.999910
FILLER_224_1577,VDD,Metal1,899.4755,896.9110,4.999910
FILLER_224_1571,VDD,Metal1,887.9800,897.2475,4.999910
FILLER_224_1507,VDD,Metal1,869.2750,896.8655,4.999910
FILLER_224_1501,VDD,Metal1,848.7800,897.2475,4.999910
FILLER_224_1437,VDD,Metal1,830.0750,896.8655,4.999910
FILLER_224_1431,VDD,Metal1,809.5800,897.2475,4.999910
FILLER_224_1367,VDD,Metal1,790.8750,896.8655,4.999910
FILLER_224_1364,VDD,Metal1,770.8400,897.6800,4.999910
FILLER_224_1356,VDD,Metal1,768.8265,897.1030,4.999910
FILLER_224_1340,VDD,Metal1,762.2080,896.9880,4.999910
FILLER_224_1308,VDD,Metal1,748.8355,896.9110,4.999910
FILLER_224_1301,VDD,Metal1,735.8400,897.6800,4.999910
FILLER_224_1297,VDD,Metal1,734.5400,897.2475,4.999910
FILLER_224_1294,VDD,Metal1,731.6400,897.6800,4.999910
FILLER_224_1272,VDD,Metal1,719.3200,897.6800,4.999910
FILLER_224_1235,VDD,Metal1,701.0665,897.1030,4.999908
FILLER_224_1229,VDD,Metal1,695.2400,897.6800,4.999906
FILLER_224_1227,VDD,Metal1,694.4000,897.6800,4.999906
FILLER_224_1223,VDD,Metal1,692.1600,897.6800,4.999906
FILLER_224_1215,VDD,Metal1,689.8665,897.1030,4.999906
FILLER_224_1153,VDD,Metal1,652.9600,897.6800,4.999899
FILLER_224_1100,VDD,Metal1,623.2800,897.6800,4.999898
