net,length_um
_10953_,11.25µm
_11103_,11.25µm
_11492_,11.25µm
_11513_,11.25µm
_11560_,11.25µm
_12177_,11.25µm
pp_inst.core_inst.reg_state_i.data_d\[142\],11.25µm
pp_inst.core_inst.reg_state_i.data_d\[159\],11.25µm
pp_inst.fifo_data\[0\]\[22\],11.25µm
pp_inst.fifo_data\[11\]\[5\],11.25µm
pp_inst.fifo_data\[12\]\[11\],11.25µm
pp_inst.fifo_data\[12\]\[8\],11.25µm
pp_inst.fifo_data\[14\]\[15\],11.25µm
pp_inst.fifo_data\[17\]\[17\],11.25µm
pp_inst.fifo_data\[19\]\[22\],11.25µm
pp_inst.fifo_data\[25\]\[4\],11.25µm
pp_inst.fifo_data\[29\]\[0\],11.25µm
pp_inst.fifo_data\[29\]\[14\],11.25µm
pp_inst.fifo_data\[2\]\[18\],11.25µm
pp_inst.fifo_data\[30\]\[18\],11.25µm
pp_inst.fifo_data\[30\]\[31\],11.25µm
pp_inst.fifo_data\[31\]\[23\],11.25µm
pp_inst.fifo_data\[32\]\[21\],11.25µm
pp_inst.fifo_data\[37\]\[0\],11.25µm
pp_inst.fifo_data\[39\]\[10\],11.25µm
pp_inst.fifo_data\[44\]\[29\],11.25µm
pp_inst.fifo_data\[45\]\[20\],11.25µm
pp_inst.fifo_data\[45\]\[21\],11.25µm
pp_inst.fifo_data\[46\]\[15\],11.25µm
pp_inst.fifo_data\[46\]\[21\],11.25µm
pp_inst.fifo_data\[47\]\[30\],11.25µm
pp_inst.fifo_data\[48\]\[0\],11.25µm
pp_inst.fifo_data\[4\]\[21\],11.25µm
pp_inst.fifo_data\[50\]\[28\],11.25µm
pp_inst.fifo_data\[54\]\[21\],11.25µm
pp_inst.fifo_data\[58\]\[10\],11.25µm
pp_inst.fifo_data\[59\]\[1\],11.25µm
pp_inst.fifo_data\[5\]\[21\],11.25µm
pp_inst.fifo_data\[60\]\[24\],11.25µm
pp_inst.fifo_data\[60\]\[27\],11.25µm
pp_inst.fifo_data\[7\]\[15\],11.25µm
spi_ctrl.tx_shift_reg\[29\],11.25µm
spi_ctrl.tx_stage\[17\],11.25µm
spi_ctrl.tx_stage\[27\],11.25µm
net1888,11.22µm
_00890_,11.2µm
_01030_,11.2µm
_01159_,11.2µm
_01357_,11.2µm
_01634_,11.2µm
_01858_,11.2µm
_01937_,11.2µm
_02159_,11.2µm
_02217_,11.2µm
_02556_,11.2µm
_03258_,11.2µm
_03606_,11.2µm
_03765_,11.2µm
_03776_,11.2µm
_03789_,11.2µm
_03825_,11.2µm
_03899_,11.2µm
_03930_,11.2µm
_04016_,11.2µm
_04049_,11.2µm
_04062_,11.2µm
_04068_,11.2µm
_04388_,11.2µm
_04562_,11.2µm
_04620_,11.2µm
_04626_,11.2µm
_04645_,11.2µm
_04725_,11.2µm
_04752_,11.2µm
_04886_,11.2µm
_05012_,11.2µm
_05060_,11.2µm
_05149_,11.2µm
_05249_,11.2µm
_05427_,11.2µm
_05515_,11.2µm
_05584_,11.2µm
_05687_,11.2µm
_05891_,11.2µm
_06182_,11.2µm
_06399_,11.2µm
_06657_,11.2µm
_06674_,11.2µm
_06761_,11.2µm
_07132_,11.2µm
_07330_,11.2µm
_07532_,11.2µm
_07648_,11.2µm
_07671_,11.2µm
_07731_,11.2µm
_07808_,11.2µm
_08023_,11.2µm
_08069_,11.2µm
_08166_,11.2µm
_08208_,11.2µm
_08410_,11.2µm
_08455_,11.2µm
_08487_,11.2µm
_08505_,11.2µm
_08581_,11.2µm
_09028_,11.2µm
_09036_,11.2µm
_09752_,11.2µm
_09771_,11.2µm
_09852_,11.2µm
_09854_,11.2µm
_09975_,11.2µm
_10315_,11.2µm
_10360_,11.2µm
_10363_,11.2µm
_10379_,11.2µm
_10402_,11.2µm
_10661_,11.2µm
_10739_,11.2µm
_10798_,11.2µm
_10824_,11.2µm
_10829_,11.2µm
_10872_,11.2µm
_11014_,11.2µm
_11043_,11.2µm
_11314_,11.2µm
_11353_,11.2µm
_11566_,11.2µm
_11593_,11.2µm
_11638_,11.2µm
_11864_,11.2µm
_12124_,11.2µm
bdi_type\[3\],11.2µm
pp_inst.core_inst.reg_state_i.data_d\[138\],11.2µm
pp_inst.core_inst.reg_state_i.data_d\[203\],11.2µm
pp_inst.fifo_data\[11\]\[30\],11.2µm
pp_inst.fifo_data\[18\]\[22\],11.2µm
pp_inst.fifo_data\[21\]\[9\],11.2µm
pp_inst.fifo_data\[23\]\[17\],11.2µm
pp_inst.fifo_data\[28\]\[3\],11.2µm
pp_inst.fifo_data\[2\]\[11\],11.2µm
pp_inst.fifo_data\[39\]\[23\],11.2µm
pp_inst.fifo_data\[43\]\[20\],11.2µm
pp_inst.fifo_data\[43\]\[24\],11.2µm
pp_inst.fifo_data\[43\]\[27\],11.2µm
pp_inst.fifo_data\[44\]\[24\],11.2µm
pp_inst.fifo_data\[48\]\[21\],11.2µm
spi_phy.tx_reg\[2\],11.2µm
_09336_,10.92µm
pp_inst.fifo_data\[55\]\[29\],10.875µm
miso_OUT,10.83µm
_10592_,10.79µm
bdi\[16\],10.79µm
pp_inst.fifo_data\[21\]\[17\],10.79µm
pp_inst.fifo_data\[35\]\[27\],10.79µm
pp_inst.fifo_data\[43\]\[8\],10.79µm
pp_inst.fifo_data\[46\]\[25\],10.79µm
pp_inst.fifo_data\[53\]\[17\],10.79µm
pp_inst.fifo_data\[62\]\[10\],10.79µm
pp_inst.fifo_data\[62\]\[4\],10.79µm
pp_inst.fifo_data\[6\]\[25\],10.79µm
net1891,10.745µm
_05853_,10.74µm
_05871_,10.74µm
_06178_,10.74µm
_06188_,10.74µm
_06273_,10.74µm
_06619_,10.74µm
_06787_,10.74µm
_07815_,10.74µm
_08052_,10.74µm
_09144_,10.74µm
_09159_,10.74µm
_09406_,10.74µm
_09811_,10.74µm
_10005_,10.74µm
_10011_,10.74µm
_10193_,10.74µm
_10285_,10.74µm
_10316_,10.74µm
_10336_,10.74µm
_10347_,10.74µm
_10891_,10.74µm
_10897_,10.74µm
_11721_,10.74µm
_11853_,10.74µm
pp_inst.fifo_data\[0\]\[11\],10.74µm
pp_inst.fifo_data\[10\]\[1\],10.74µm
pp_inst.fifo_data\[11\]\[6\],10.74µm
pp_inst.fifo_data\[12\]\[30\],10.74µm
pp_inst.fifo_data\[18\]\[31\],10.74µm
pp_inst.fifo_data\[20\]\[18\],10.74µm
pp_inst.fifo_data\[25\]\[15\],10.74µm
pp_inst.fifo_data\[25\]\[3\],10.74µm
pp_inst.fifo_data\[26\]\[14\],10.74µm
pp_inst.fifo_data\[2\]\[15\],10.74µm
pp_inst.fifo_data\[30\]\[14\],10.74µm
pp_inst.fifo_data\[33\]\[8\],10.74µm
pp_inst.fifo_data\[38\]\[2\],10.74µm
pp_inst.fifo_data\[42\]\[17\],10.74µm
pp_inst.fifo_data\[4\]\[14\],10.74µm
pp_inst.fifo_data\[50\]\[25\],10.74µm
pp_inst.fifo_data\[51\]\[29\],10.74µm
pp_inst.fifo_data\[52\]\[31\],10.74µm
pp_inst.fifo_data\[57\]\[15\],10.74µm
pp_inst.fifo_data\[58\]\[16\],10.74µm
pp_inst.fifo_data\[5\]\[0\],10.74µm
pp_inst.fifo_data\[5\]\[4\],10.74µm
pp_inst.fifo_data\[5\]\[6\],10.74µm
pp_inst.fifo_data\[60\]\[17\],10.74µm
pp_inst.fifo_data\[61\]\[4\],10.74µm
pp_inst.fifo_data\[61\]\[9\],10.74µm
pp_inst.fifo_data\[62\]\[19\],10.74µm
spi_ctrl.tx_shift_reg\[23\],10.74µm
_00030_,10.69µm
_00057_,10.69µm
_00146_,10.69µm
_00272_,10.69µm
_00795_,10.69µm
_00841_,10.69µm
_00879_,10.69µm
_00883_,10.69µm
_00886_,10.69µm
_00902_,10.69µm
_00935_,10.69µm
_00984_,10.69µm
_00986_,10.69µm
_01014_,10.69µm
_01268_,10.69µm
_01336_,10.69µm
_01418_,10.69µm
_01506_,10.69µm
_01514_,10.69µm
_01520_,10.69µm
_01530_,10.69µm
_01672_,10.69µm
_01895_,10.69µm
_02000_,10.69µm
_02023_,10.69µm
_02045_,10.69µm
_02095_,10.69µm
_02100_,10.69µm
_02161_,10.69µm
_02221_,10.69µm
_02223_,10.69µm
_02303_,10.69µm
_02321_,10.69µm
_02383_,10.69µm
_02683_,10.69µm
_02834_,10.69µm
_02881_,10.69µm
_02946_,10.69µm
_02947_,10.69µm
_03345_,10.69µm
_03432_,10.69µm
_03748_,10.69µm
_03750_,10.69µm
_03782_,10.69µm
_03920_,10.69µm
_03964_,10.69µm
_03999_,10.69µm
_04031_,10.69µm
_04056_,10.69µm
_04245_,10.69µm
_04558_,10.69µm
_04573_,10.69µm
_04689_,10.69µm
_04969_,10.69µm
_05017_,10.69µm
_05188_,10.69µm
_05468_,10.69µm
_05524_,10.69µm
_05582_,10.69µm
_05599_,10.69µm
_05648_,10.69µm
_05690_,10.69µm
_05751_,10.69µm
_05807_,10.69µm
_06098_,10.69µm
_06200_,10.69µm
_06259_,10.69µm
_06457_,10.69µm
_06540_,10.69µm
_06564_,10.69µm
_06581_,10.69µm
_06684_,10.69µm
_06821_,10.69µm
_06871_,10.69µm
_06901_,10.69µm
_07410_,10.69µm
_07609_,10.69µm
_07611_,10.69µm
_07638_,10.69µm
_07705_,10.69µm
_07770_,10.69µm
_07837_,10.69µm
_07863_,10.69µm
_07937_,10.69µm
_08032_,10.69µm
_08307_,10.69µm
_08329_,10.69µm
_08382_,10.69µm
_08831_,10.69µm
_08871_,10.69µm
_08883_,10.69µm
_08943_,10.69µm
_08981_,10.69µm
_09081_,10.69µm
_09152_,10.69µm
_09537_,10.69µm
_09568_,10.69µm
_09733_,10.69µm
_10115_,10.69µm
_10211_,10.69µm
_10467_,10.69µm
_10685_,10.69µm
_11001_,10.69µm
_11134_,10.69µm
_11249_,10.69µm
_11269_,10.69µm
_11366_,10.69µm
_11391_,10.69µm
_11537_,10.69µm
_11618_,10.69µm
_11893_,10.69µm
_12001_,10.69µm
_12222_,10.69µm
_12251_,10.69µm
bdi\[31\],10.69µm
pp_inst.core_inst.asconp_i.x0\[16\],10.69µm
pp_inst.core_inst.reg_state_i.data_d\[205\],10.69µm
pp_inst.fifo_data\[0\]\[7\],10.69µm
pp_inst.fifo_data\[11\]\[17\],10.69µm
pp_inst.fifo_data\[13\]\[13\],10.69µm
pp_inst.fifo_data\[14\]\[20\],10.69µm
pp_inst.fifo_data\[14\]\[30\],10.69µm
pp_inst.fifo_data\[15\]\[11\],10.69µm
pp_inst.fifo_data\[24\]\[10\],10.69µm
pp_inst.fifo_data\[24\]\[6\],10.69µm
pp_inst.fifo_data\[25\]\[19\],10.69µm
pp_inst.fifo_data\[27\]\[9\],10.69µm
pp_inst.fifo_data\[29\]\[12\],10.69µm
pp_inst.fifo_data\[2\]\[30\],10.69µm
pp_inst.fifo_data\[37\]\[31\],10.69µm
pp_inst.fifo_data\[39\]\[7\],10.69µm
pp_inst.fifo_data\[40\]\[12\],10.69µm
pp_inst.fifo_data\[42\]\[12\],10.69µm
pp_inst.fifo_data\[42\]\[22\],10.69µm
pp_inst.fifo_data\[45\]\[17\],10.69µm
pp_inst.fifo_data\[48\]\[16\],10.69µm
pp_inst.fifo_data\[49\]\[4\],10.69µm
pp_inst.fifo_data\[4\]\[28\],10.69µm
pp_inst.fifo_data\[4\]\[3\],10.69µm
pp_inst.fifo_data\[53\]\[8\],10.69µm
pp_inst.fifo_data\[55\]\[10\],10.69µm
pp_inst.fifo_data\[55\]\[11\],10.69µm
pp_inst.fifo_data\[56\]\[28\],10.69µm
pp_inst.fifo_data\[57\]\[20\],10.69µm
pp_inst.fifo_data\[59\]\[24\],10.69µm
pp_inst.fifo_data\[6\]\[0\],10.69µm
pp_inst.fifo_data\[9\]\[10\],10.69µm
spi_ctrl.pend_word\[12\],10.69µm
_00319_,10.64µm
_01024_,10.64µm
_01042_,10.64µm
_01053_,10.64µm
_01163_,10.64µm
_01183_,10.64µm
_01204_,10.64µm
_01316_,10.64µm
_01398_,10.64µm
_01873_,10.64µm
_01901_,10.64µm
_02163_,10.64µm
_02205_,10.64µm
_02275_,10.64µm
_02589_,10.64µm
_02842_,10.64µm
_02989_,10.64µm
_03087_,10.64µm
_03422_,10.64µm
_03539_,10.64µm
_03717_,10.64µm
_03797_,10.64µm
_03805_,10.64µm
_04226_,10.64µm
_04239_,10.64µm
_04248_,10.64µm
_04539_,10.64µm
_04542_,10.64µm
_04555_,10.64µm
_04613_,10.64µm
_04878_,10.64µm
_04918_,10.64µm
_04933_,10.64µm
_05082_,10.64µm
_05863_,10.64µm
_06002_,10.64µm
_06115_,10.64µm
_06362_,10.64µm
_06424_,10.64µm
_06549_,10.64µm
_06748_,10.64µm
_06752_,10.64µm
_06825_,10.64µm
_07188_,10.64µm
_07283_,10.64µm
_07372_,10.64µm
_07413_,10.64µm
_07612_,10.64µm
_07740_,10.64µm
_07925_,10.64µm
_08053_,10.64µm
_08211_,10.64µm
_08297_,10.64µm
_08355_,10.64µm
_08446_,10.64µm
_08490_,10.64µm
_08554_,10.64µm
_09043_,10.64µm
_09312_,10.64µm
_09707_,10.64µm
_09766_,10.64µm
_09921_,10.64µm
_09957_,10.64µm
_10507_,10.64µm
_10607_,10.64µm
_10650_,10.64µm
_10743_,10.64µm
_10767_,10.64µm
_11182_,10.64µm
_11209_,10.64µm
_11464_,10.64µm
_11530_,10.64µm
_11615_,10.64µm
_11688_,10.64µm
_12180_,10.64µm
_12244_,10.64µm
pp_inst.core_inst.reg_state_i.data_d\[137\],10.64µm
pp_inst.core_inst.reg_state_i.data_d\[160\],10.64µm
pp_inst.fifo_data\[0\]\[14\],10.64µm
pp_inst.fifo_data\[11\]\[2\],10.64µm
pp_inst.fifo_data\[22\]\[5\],10.64µm
pp_inst.fifo_data\[29\]\[28\],10.64µm
pp_inst.fifo_data\[32\]\[0\],10.64µm
pp_inst.fifo_data\[38\]\[20\],10.64µm
pp_inst.fifo_data\[41\]\[6\],10.64µm
pp_inst.fifo_data\[44\]\[14\],10.64µm
pp_inst.fifo_data\[46\]\[16\],10.64µm
pp_inst.fifo_data\[49\]\[28\],10.64µm
pp_inst.fifo_data\[54\]\[17\],10.64µm
pp_inst.fifo_data\[57\]\[6\],10.64µm
pp_inst.fifo_data\[61\]\[13\],10.64µm
pp_inst.fifo_data\[62\]\[20\],10.64µm
pp_inst.fifo_data\[63\]\[17\],10.64µm
pp_inst.fifo_data\[9\]\[4\],10.64µm
pp_inst.fifo_data\[39\]\[26\],10.56µm
cs_n,10.44µm
pp_inst.fifo_data\[10\]\[29\],10.41µm
pp_inst.fifo_data\[32\]\[5\],10.41µm
_05139_,10.23µm
_07631_,10.23µm
pp_inst.fifo_data\[13\]\[28\],10.23µm
pp_inst.fifo_data\[29\]\[29\],10.23µm
pp_inst.fifo_data\[30\]\[19\],10.23µm
pp_inst.fifo_data\[43\]\[28\],10.23µm
spi_ctrl.tx_fresh,10.23µm
net1892,10.2µm
_03530_,10.18µm
_04266_,10.18µm
_04367_,10.18µm
_05430_,10.18µm
_06206_,10.18µm
_06632_,10.18µm
_07238_,10.18µm
_07503_,10.18µm
_09873_,10.18µm
_10019_,10.18µm
_10233_,10.18µm
_10276_,10.18µm
_10627_,10.18µm
_11176_,10.18µm
_11398_,10.18µm
_11446_,10.18µm
_11448_,10.18µm
_11960_,10.18µm
pp_inst.fifo_data\[11\]\[3\],10.18µm
pp_inst.fifo_data\[15\]\[14\],10.18µm
pp_inst.fifo_data\[16\]\[11\],10.18µm
pp_inst.fifo_data\[1\]\[10\],10.18µm
pp_inst.fifo_data\[21\]\[22\],10.18µm
pp_inst.fifo_data\[22\]\[4\],10.18µm
pp_inst.fifo_data\[28\]\[19\],10.18µm
pp_inst.fifo_data\[29\]\[23\],10.18µm
pp_inst.fifo_data\[30\]\[12\],10.18µm
pp_inst.fifo_data\[34\]\[16\],10.18µm
pp_inst.fifo_data\[35\]\[20\],10.18µm
pp_inst.fifo_data\[46\]\[18\],10.18µm
pp_inst.fifo_data\[49\]\[21\],10.18µm
pp_inst.fifo_data\[60\]\[22\],10.18µm
pp_inst.fifo_data\[60\]\[29\],10.18µm
pp_inst.fifo_data\[62\]\[28\],10.18µm
pp_inst.fifo_data\[7\]\[21\],10.18µm
pp_inst.fifo_data\[7\]\[8\],10.18µm
pp_inst.fifo_data\[9\]\[20\],10.18µm
_00020_,10.13µm
_00044_,10.13µm
_00092_,10.13µm
_00157_,10.13µm
_00364_,10.13µm
_00589_,10.13µm
_00641_,10.13µm
_00744_,10.13µm
_00833_,10.13µm
_00933_,10.13µm
_01086_,10.13µm
_01154_,10.13µm
_01237_,10.13µm
_01248_,10.13µm
_01265_,10.13µm
_01319_,10.13µm
_01500_,10.13µm
_01626_,10.13µm
_01646_,10.13µm
_01675_,10.13µm
_01697_,10.13µm
_01773_,10.13µm
_01799_,10.13µm
_02096_,10.13µm
_02344_,10.13µm
_02356_,10.13µm
_02576_,10.13µm
_02780_,10.13µm
_02822_,10.13µm
_02867_,10.13µm
_02963_,10.13µm
_02979_,10.13µm
_02987_,10.13µm
_03105_,10.13µm
_03230_,10.13µm
_03253_,10.13µm
_03366_,10.13µm
_03387_,10.13µm
_03391_,10.13µm
_03469_,10.13µm
_03485_,10.13µm
_03562_,10.13µm
_03892_,10.13µm
_04205_,10.13µm
_04250_,10.13µm
_04304_,10.13µm
_04340_,10.13µm
_04428_,10.13µm
_04747_,10.13µm
_04814_,10.13µm
_04973_,10.13µm
_05111_,10.13µm
_05271_,10.13µm
_05295_,10.13µm
_05374_,10.13µm
_05483_,10.13µm
_05503_,10.13µm
_05866_,10.13µm
_06281_,10.13µm
_06403_,10.13µm
_06416_,10.13µm
_06607_,10.13µm
_06613_,10.13µm
_06646_,10.13µm
_06813_,10.13µm
_06884_,10.13µm
_07039_,10.13µm
_07059_,10.13µm
_07166_,10.13µm
_07451_,10.13µm
_07554_,10.13µm
_07627_,10.13µm
_07684_,10.13µm
_07791_,10.13µm
_07802_,10.13µm
_07830_,10.13µm
_08178_,10.13µm
_08191_,10.13µm
_08196_,10.13µm
_08515_,10.13µm
_08755_,10.13µm
_08849_,10.13µm
_08961_,10.13µm
_09013_,10.13µm
_09022_,10.13µm
_09073_,10.13µm
_09117_,10.13µm
_09307_,10.13µm
_09565_,10.13µm
_09668_,10.13µm
_09680_,10.13µm
_09737_,10.13µm
_09751_,10.13µm
_09880_,10.13µm
_09882_,10.13µm
_10124_,10.13µm
_10248_,10.13µm
_10250_,10.13µm
_10301_,10.13µm
_10449_,10.13µm
_10493_,10.13µm
_10540_,10.13µm
_10562_,10.13µm
_10586_,10.13µm
_10942_,10.13µm
_10950_,10.13µm
_11034_,10.13µm
_11239_,10.13µm
_11397_,10.13µm
_11409_,10.13µm
_11543_,10.13µm
_11616_,10.13µm
_11685_,10.13µm
_11726_,10.13µm
_11802_,10.13µm
_11806_,10.13µm
_11848_,10.13µm
_11965_,10.13µm
pp_inst.core_inst.reg_state_i.data_d\[126\],10.13µm
pp_inst.core_inst.reg_state_i.data_d\[144\],10.13µm
pp_inst.core_inst.reg_state_i.data_d\[180\],10.13µm
pp_inst.core_inst.reg_state_i.data_d\[252\],10.13µm
pp_inst.fifo_data\[13\]\[9\],10.13µm
pp_inst.fifo_data\[14\]\[29\],10.13µm
pp_inst.fifo_data\[24\]\[12\],10.13µm
pp_inst.fifo_data\[26\]\[28\],10.13µm
pp_inst.fifo_data\[31\]\[17\],10.13µm
pp_inst.fifo_data\[31\]\[24\],10.13µm
pp_inst.fifo_data\[31\]\[3\],10.13µm
pp_inst.fifo_data\[31\]\[8\],10.13µm
pp_inst.fifo_data\[33\]\[2\],10.13µm
pp_inst.fifo_data\[34\]\[19\],10.13µm
pp_inst.fifo_data\[34\]\[6\],10.13µm
pp_inst.fifo_data\[35\]\[11\],10.13µm
pp_inst.fifo_data\[35\]\[7\],10.13µm
pp_inst.fifo_data\[37\]\[5\],10.13µm
pp_inst.fifo_data\[39\]\[15\],10.13µm
pp_inst.fifo_data\[48\]\[14\],10.13µm
pp_inst.fifo_data\[49\]\[9\],10.13µm
pp_inst.fifo_data\[55\]\[31\],10.13µm
pp_inst.fifo_data\[56\]\[20\],10.13µm
pp_inst.fifo_data\[62\]\[2\],10.13µm
pp_inst.fifo_data\[7\]\[0\],10.13µm
spi_ctrl.tx_stage\[5\],10.13µm
_00048_,10.08µm
_00125_,10.08µm
_00638_,10.08µm
_01113_,10.08µm
_01291_,10.08µm
_01810_,10.08µm
_01817_,10.08µm
_01828_,10.08µm
_02002_,10.08µm
_02057_,10.08µm
_02313_,10.08µm
_02355_,10.08µm
_02452_,10.08µm
_02661_,10.08µm
_02818_,10.08µm
_02932_,10.08µm
_02967_,10.08µm
_03044_,10.08µm
_03209_,10.08µm
_03219_,10.08µm
_03285_,10.08µm
_03495_,10.08µm
_03595_,10.08µm
_03796_,10.08µm
_03828_,10.08µm
_03876_,10.08µm
_03957_,10.08µm
_04029_,10.08µm
_04344_,10.08µm
_04405_,10.08µm
_04552_,10.08µm
_04661_,10.08µm
_04684_,10.08µm
_04717_,10.08µm
_04778_,10.08µm
_05097_,10.08µm
_05170_,10.08µm
_05177_,10.08µm
_05279_,10.08µm
_05311_,10.08µm
_05414_,10.08µm
_05497_,10.08µm
_05562_,10.08µm
_05967_,10.08µm
_05995_,10.08µm
_06085_,10.08µm
_06088_,10.08µm
_06376_,10.08µm
_06496_,10.08µm
_06526_,10.08µm
_07069_,10.08µm
_07107_,10.08µm
_07484_,10.08µm
_07515_,10.08µm
_07676_,10.08µm
_07781_,10.08µm
_07817_,10.08µm
_07965_,10.08µm
_08138_,10.08µm
_08201_,10.08µm
_08231_,10.08µm
_08337_,10.08µm
_08360_,10.08µm
_08689_,10.08µm
_08857_,10.08µm
_08926_,10.08µm
_09006_,10.08µm
_09175_,10.08µm
_09364_,10.08µm
_09885_,10.08µm
_09915_,10.08µm
_10034_,10.08µm
_10126_,10.08µm
_10198_,10.08µm
_10223_,10.08µm
_10228_,10.08µm
_10333_,10.08µm
_10725_,10.08µm
_10783_,10.08µm
_10889_,10.08µm
_10985_,10.08µm
_11169_,10.08µm
_11202_,10.08µm
_11478_,10.08µm
_11696_,10.08µm
_11769_,10.08µm
_11776_,10.08µm
_12100_,10.08µm
pp_inst.core_inst.reg_state_i.data_d\[232\],10.08µm
pp_inst.fifo_data\[10\]\[28\],10.08µm
pp_inst.fifo_data\[15\]\[15\],10.08µm
pp_inst.fifo_data\[24\]\[11\],10.08µm
pp_inst.fifo_data\[25\]\[22\],10.08µm
pp_inst.fifo_data\[2\]\[5\],10.08µm
pp_inst.fifo_data\[30\]\[17\],10.08µm
pp_inst.fifo_data\[33\]\[4\],10.08µm
pp_inst.fifo_data\[39\]\[30\],10.08µm
pp_inst.fifo_data\[47\]\[14\],10.08µm
pp_inst.fifo_data\[57\]\[26\],10.08µm
pp_inst.fifo_data\[6\]\[16\],10.08µm
pp_inst.fifo_data\[6\]\[21\],10.08µm
mosi,9.8µm
pp_inst.fifo_data\[41\]\[19\],9.8µm
pp_inst.release_buffer,9.72µm
pp_inst.fifo_data\[11\]\[20\],9.67µm
pp_inst.fifo_data\[27\]\[15\],9.67µm
pp_inst.fifo_data\[29\]\[20\],9.67µm
pp_inst.fifo_data\[33\]\[15\],9.67µm
pp_inst.fifo_data\[39\]\[18\],9.67µm
pp_inst.fifo_data\[3\]\[23\],9.67µm
pp_inst.fifo_data\[3\]\[31\],9.67µm
pp_inst.fifo_data\[44\]\[4\],9.67µm
_00772_,9.62µm
_04237_,9.62µm
_04598_,9.62µm
_04693_,9.62µm
_04950_,9.62µm
_05172_,9.62µm
_05196_,9.62µm
_07128_,9.62µm
_07210_,9.62µm
_07793_,9.62µm
_08426_,9.62µm
_08519_,9.62µm
_08639_,9.62µm
_08894_,9.62µm
_09068_,9.62µm
_09343_,9.62µm
_10289_,9.62µm
_10499_,9.62µm
_10500_,9.62µm
_11412_,9.62µm
_11780_,9.62µm
_12082_,9.62µm
pp_inst.fifo_data\[23\]\[19\],9.62µm
pp_inst.fifo_data\[24\]\[9\],9.62µm
pp_inst.fifo_data\[27\]\[20\],9.62µm
pp_inst.fifo_data\[28\]\[22\],9.62µm
pp_inst.fifo_data\[38\]\[23\],9.62µm
pp_inst.fifo_data\[38\]\[30\],9.62µm
pp_inst.fifo_data\[39\]\[9\],9.62µm
pp_inst.fifo_data\[41\]\[27\],9.62µm
pp_inst.fifo_data\[44\]\[26\],9.62µm
pp_inst.fifo_data\[49\]\[8\],9.62µm
pp_inst.fifo_data\[53\]\[20\],9.62µm
pp_inst.fifo_data\[54\]\[25\],9.62µm
pp_inst.fifo_data\[55\]\[14\],9.62µm
pp_inst.fifo_data\[57\]\[0\],9.62µm
pp_inst.fifo_data\[57\]\[27\],9.62µm
pp_inst.fifo_data\[58\]\[27\],9.62µm
pp_inst.fifo_data\[5\]\[16\],9.62µm
pp_inst.fifo_data\[5\]\[25\],9.62µm
pp_inst.fifo_data\[62\]\[30\],9.62µm
pp_inst.fifo_data\[7\]\[4\],9.62µm
_00075_,9.57µm
_00656_,9.57µm
_00741_,9.57µm
_00815_,9.57µm
_00823_,9.57µm
_00876_,9.57µm
_01168_,9.57µm
_01331_,9.57µm
_01353_,9.57µm
_01405_,9.57µm
_01417_,9.57µm
_01419_,9.57µm
_01469_,9.57µm
_01522_,9.57µm
_01713_,9.57µm
_01900_,9.57µm
_01925_,9.57µm
_01966_,9.57µm
_01967_,9.57µm
_02050_,9.57µm
_02051_,9.57µm
_02092_,9.57µm
_02097_,9.57µm
_02145_,9.57µm
_02203_,9.57µm
_02254_,9.57µm
_02300_,9.57µm
_02384_,9.57µm
_02532_,9.57µm
_02533_,9.57µm
_02723_,9.57µm
_02836_,9.57µm
_02933_,9.57µm
_02952_,9.57µm
_03150_,9.57µm
_03186_,9.57µm
_03369_,9.57µm
_03448_,9.57µm
_03655_,9.57µm
_03826_,9.57µm
_04131_,9.57µm
_04148_,9.57µm
_04150_,9.57µm
_04151_,9.57µm
_04198_,9.57µm
_04244_,9.57µm
_04272_,9.57µm
_04318_,9.57µm
_04361_,9.57µm
_04561_,9.57µm
_04658_,9.57µm
_04660_,9.57µm
_04869_,9.57µm
_05019_,9.57µm
_05056_,9.57µm
_05069_,9.57µm
_05086_,9.57µm
_05197_,9.57µm
_05257_,9.57µm
_05422_,9.57µm
_05425_,9.57µm
_05566_,9.57µm
_05595_,9.57µm
_05697_,9.57µm
_05832_,9.57µm
_05888_,9.57µm
_05933_,9.57µm
_05935_,9.57µm
_06007_,9.57µm
_06008_,9.57µm
_06030_,9.57µm
_06170_,9.57µm
_06303_,9.57µm
_06351_,9.57µm
_06360_,9.57µm
_06383_,9.57µm
_06466_,9.57µm
_06623_,9.57µm
_06694_,9.57µm
_06744_,9.57µm
_06811_,9.57µm
_06823_,9.57µm
_06947_,9.57µm
_07122_,9.57µm
_07690_,9.57µm
_07702_,9.57µm
_07790_,9.57µm
_07832_,9.57µm
_07835_,9.57µm
_07931_,9.57µm
_08145_,9.57µm
_08343_,9.57µm
_08482_,9.57µm
_08627_,9.57µm
_08668_,9.57µm
_08853_,9.57µm
_09359_,9.57µm
_09415_,9.57µm
_09585_,9.57µm
_09658_,9.57µm
_10049_,9.57µm
_10516_,9.57µm
_10771_,9.57µm
_10791_,9.57µm
_10839_,9.57µm
_10978_,9.57µm
_11191_,9.57µm
_11220_,9.57µm
_11474_,9.57µm
_11483_,9.57µm
_11503_,9.57µm
_11646_,9.57µm
_11894_,9.57µm
_12104_,9.57µm
pp_inst.core_inst.reg_state_i.data_d\[107\],9.57µm
pp_inst.core_inst.reg_state_i.data_d\[133\],9.57µm
