Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_226_594,VSS,Metal1,339.6400,901.6000,0.000311
FILLER_226_586,VSS,Metal1,336.6130,902.0615,0.000311
FILLER_226_549,VSS,Metal1,315.8930,902.0615,0.000317
FILLER_226_540,VSS,Metal1,309.4000,901.6000,0.000319
FILLER_226_521,VSS,Metal1,299.2200,901.9485,0.000320
FILLER_226_457,VSS,Metal1,279.8445,902.2375,0.000320
FILLER_226_422,VSS,Metal1,243.7800,901.9485,0.000324
FILLER_226_392,VSS,Metal1,226.5200,901.6000,0.000320
FILLER_226_325,VSS,Metal1,189.2800,901.6000,0.000308
FILLER_226_317,VSS,Metal1,185.9730,902.0615,0.000308
FILLER_226_314,VSS,Metal1,182.8400,901.6000,0.000252
FILLER_226_312,VSS,Metal1,182.0000,901.6000,0.000252
FILLER_226_297,VSS,Metal1,173.6000,901.6000,0.000251
FILLER_226_293,VSS,Metal1,171.5400,901.9485,0.000251
FILLER_226_285,VSS,Metal1,168.0530,902.0615,0.000251
FILLER_226_254,VSS,Metal1,149.5200,901.6000,0.000249
FILLER_226_247,VSS,Metal1,145.6000,901.6000,0.000249
FILLER_226_241,VSS,Metal1,142.4200,901.9485,0.000249
FILLER_226_233,VSS,Metal1,138.9330,902.0615,0.000249
FILLER_226_202,VSS,Metal1,120.4000,901.6000,0.000235
FILLER_226_185,VSS,Metal1,111.0600,901.9485,0.000235
FILLER_226_177,VSS,Metal1,107.5730,902.0615,0.000234
FILLER_226_173,VSS,Metal1,104.1600,901.6000,0.000200
FILLER_226_165,VSS,Metal1,100.8530,902.0615,0.000196
FILLER_226_149,VSS,Metal1,94.0320,902.1480,0.000196
FILLER_226_139,VSS,Metal1,85.1200,901.6000,0.000177
FILLER_226_107,VSS,Metal1,74.9240,902.1975,0.000175
FILLER_226_101,VSS,Metal1,64.0200,901.9485,0.000159
FILLER_226_37,VSS,Metal1,44.6445,902.2375,0.000157
FILLER_226_34,VSS,Metal1,26.0400,901.6000,0.000157
FILLER_226_2,VSS,Metal1,16.1240,902.1975,0.000157
FILLER_225_1608,VSS,Metal1,907.4800,901.6000,0.000265
FILLER_225_1606,VSS,Metal1,906.6400,901.6000,0.000265
FILLER_225_1542,VSS,Metal1,887.4445,900.9620,0.000265
FILLER_225_1536,VSS,Metal1,867.6200,901.2510,0.000265
FILLER_225_1472,VSS,Metal1,848.2445,900.9620,0.000265
FILLER_225_1466,VSS,Metal1,828.4200,901.2510,0.000265
FILLER_225_1402,VSS,Metal1,809.0445,900.9620,0.000265
FILLER_225_1396,VSS,Metal1,789.2200,901.2510,0.000265
FILLER_225_1332,VSS,Metal1,769.8445,900.9620,0.000266
FILLER_225_1329,VSS,Metal1,751.2400,901.6000,0.000266
FILLER_225_1327,VSS,Metal1,750.4000,901.6000,0.000266
FILLER_225_1323,VSS,Metal1,748.3400,901.2510,0.000266
FILLER_225_1291,VSS,Metal1,737.9640,901.0020,0.000267
FILLER_225_1258,VSS,Metal1,711.7600,901.6000,0.000283
FILLER_225_1231,VSS,Metal1,696.3600,901.6000,0.000283
FILLER_225_1227,VSS,Metal1,694.5800,901.2510,0.000286
FILLER_225_1196,VSS,Metal1,677.0400,901.6000,0.000291
FILLER_225_1192,VSS,Metal1,674.9800,901.2510,0.000291
FILLER_225_1189,VSS,Metal1,672.8400,901.6000,0.000291
FILLER_225_1187,VSS,Metal1,672.0000,901.6000,0.000291
FILLER_225_1127,VSS,Metal1,638.4000,901.6000,0.000292
FILLER_225_1118,VSS,Metal1,633.3600,901.6000,0.000294
FILLER_225_1062,VSS,Metal1,601.7200,901.6000,0.000333
FILLER_225_1060,VSS,Metal1,600.8800,901.6000,0.000334
FILLER_225_1048,VSS,Metal1,594.1600,901.6000,0.000334
FILLER_225_1016,VSS,Metal1,583.9640,901.0020,0.000334
FILLER_225_971,VSS,Metal1,550.7600,901.6000,0.000341
FILLER_225_963,VSS,Metal1,547.7330,901.1380,0.000343
FILLER_225_928,VSS,Metal1,526.6800,901.6000,0.000345
FILLER_225_908,VSS,Metal1,515.7600,901.6000,0.000345
FILLER_225_894,VSS,Metal1,507.6400,901.6000,0.000346
FILLER_225_842,VSS,Metal1,478.8000,901.6000,0.000347
FILLER_225_802,VSS,Metal1,456.1200,901.6000,0.000384
FILLER_225_772,VSS,Metal1,442.9120,901.0520,0.000386
FILLER_225_769,VSS,Metal1,437.6400,901.6000,0.000396
FILLER_225_765,VSS,Metal1,435.8600,901.2510,0.000396
FILLER_225_757,VSS,Metal1,432.3730,901.1380,0.000396
FILLER_225_724,VSS,Metal1,412.9000,901.2510,0.000406
FILLER_225_702,VSS,Metal1,401.5730,901.1380,0.000408
FILLER_225_699,VSS,Metal1,398.4400,901.6000,0.000412
FILLER_225_653,VSS,Metal1,372.6800,901.6000,0.000357
FILLER_225_645,VSS,Metal1,369.6530,901.1380,0.000357
FILLER_225_594,VSS,Metal1,339.9200,901.6000,0.000311
FILLER_225_590,VSS,Metal1,337.8600,901.2510,0.000311
FILLER_225_575,VSS,Metal1,329.0000,901.6000,0.000310
FILLER_225_566,VSS,Metal1,323.9600,901.6000,0.000310
FILLER_225_562,VSS,Metal1,322.1800,901.2510,0.000310
FILLER_225_559,VSS,Metal1,320.0400,901.6000,0.000310
FILLER_225_551,VSS,Metal1,317.0130,901.1380,0.000317
FILLER_225_506,VSS,Metal1,290.3600,901.6000,0.000320
FILLER_225_496,VSS,Metal1,285.0400,901.6000,0.000320
FILLER_225_492,VSS,Metal1,282.9800,901.2510,0.000320
FILLER_225_488,VSS,Metal1,280.5600,901.6000,0.000320
FILLER_225_457,VSS,Metal1,263.2000,901.6000,0.000320
FILLER_225_453,VSS,Metal1,261.1400,901.2510,0.000322
FILLER_225_422,VSS,Metal1,243.3200,901.6000,0.000324
FILLER_225_395,VSS,Metal1,228.2000,901.6000,0.000321
FILLER_225_385,VSS,Metal1,222.6000,901.6000,0.000316
FILLER_225_383,VSS,Metal1,221.7600,901.6000,0.000316
FILLER_225_379,VSS,Metal1,219.7000,901.2510,0.000316
FILLER_225_352,VSS,Metal1,204.1200,901.6000,0.000314
FILLER_225_348,VSS,Metal1,202.1600,901.6000,0.000314
FILLER_225_344,VSS,Metal1,200.1000,901.2510,0.000314
FILLER_225_282,VSS,Metal1,165.3800,901.2510,0.000250
FILLER_225_279,VSS,Metal1,163.2400,901.6000,0.000250
FILLER_225_273,VSS,Metal1,159.8800,901.6000,0.000250
FILLER_225_264,VSS,Metal1,154.8400,901.6000,0.000250
FILLER_225_260,VSS,Metal1,153.0600,901.2510,0.000250
FILLER_225_223,VSS,Metal1,133.3330,901.1380,0.000236
FILLER_225_214,VSS,Metal1,126.8400,901.6000,0.000236
FILLER_225_212,VSS,Metal1,126.0000,901.6000,0.000236
FILLER_225_209,VSS,Metal1,124.0400,901.6000,0.000236
FILLER_225_179,VSS,Metal1,107.2400,901.6000,0.000234
FILLER_225_171,VSS,Metal1,104.2130,901.1380,0.000200
FILLER_225_136,VSS,Metal1,83.6200,901.2510,0.000177
FILLER_225_106,VSS,Metal1,66.3600,901.6000,0.000171
FILLER_225_104,VSS,Metal1,65.5200,901.6000,0.000159
FILLER_225_72,VSS,Metal1,55.3240,901.0020,0.000157
FILLER_225_66,VSS,Metal1,44.4200,901.2510,0.000157
FILLER_225_2,VSS,Metal1,25.0445,900.9620,0.000157
FILLER_224_1609,VSS,Metal1,908.3200,893.7600,0.000202
FILLER_224_1577,VSS,Metal1,898.1240,894.3575,0.000202
FILLER_224_1571,VSS,Metal1,887.2200,894.1085,0.000202
FILLER_224_1507,VSS,Metal1,867.8445,894.3975,0.000202
FILLER_224_1501,VSS,Metal1,848.0200,894.1085,0.000202
FILLER_224_1437,VSS,Metal1,828.6445,894.3975,0.000202
FILLER_224_1431,VSS,Metal1,808.8200,894.1085,0.000202
FILLER_224_1367,VSS,Metal1,789.4445,894.3975,0.000202
FILLER_224_1364,VSS,Metal1,770.8400,893.7600,0.000202
FILLER_224_1362,VSS,Metal1,770.0000,893.7600,0.000202
FILLER_224_1358,VSS,Metal1,767.9400,894.1085,0.000202
FILLER_224_1350,VSS,Metal1,764.4530,894.2215,0.000202
FILLER_224_1334,VSS,Metal1,757.6320,894.3080,0.000202
FILLER_224_1302,VSS,Metal1,744.1240,894.3575,0.000263
FILLER_224_1293,VSS,Metal1,731.3600,893.7600,0.000264
FILLER_224_1277,VSS,Metal1,725.7120,894.3080,0.000266
FILLER_224_1262,VSS,Metal1,714.0000,893.7600,0.000280
FILLER_224_1254,VSS,Metal1,710.6930,894.2215,0.000291
FILLER_224_1227,VSS,Metal1,694.4000,893.7600,0.000304
FILLER_224_1215,VSS,Metal1,687.6800,893.7600,0.000304
FILLER_224_1211,VSS,Metal1,685.6200,894.1085,0.000308
FILLER_224_1171,VSS,Metal1,662.7600,893.7600,0.000350
FILLER_224_1162,VSS,Metal1,657.7200,893.7600,0.000349
FILLER_224_1120,VSS,Metal1,634.2000,893.7600,0.000376
FILLER_224_1087,VSS,Metal1,615.7200,893.7600,0.000394
FILLER_224_1074,VSS,Metal1,608.4400,893.7600,0.000394
FILLER_224_1070,VSS,Metal1,606.6600,894.1085,0.000394
